10 10
51.000000 38.000000 -3.000000 -37.000000 
51.000000 114.800003 1.000000 -29.199997 
51.000000 191.600006 5.000000 -22.399994 
51.000000 268.399994 7.000000 -19.600006 
51.000000 345.200012 10.000000 -15.799988 
51.000000 422.000000 11.000000 -14.000000 
51.000000 498.799988 11.000000 -12.200012 
51.000000 575.599976 8.000000 -10.400024 
51.000000 652.400024 7.000000 -7.599976 
51.000000 729.200012 5.000000 -2.799988 
153.399994 38.000000 8.399994 -30.000000 
153.399994 114.800003 10.399994 -23.199997 
153.399994 191.600006 14.399994 -18.399994 
153.399994 268.399994 16.399994 -15.600006 
153.399994 345.200012 17.399994 -13.799988 
153.399994 422.000000 19.399994 -12.000000 
153.399994 498.799988 18.399994 -12.200012 
153.399994 575.599976 18.399994 -11.400024 
153.399994 652.400024 15.399994 -9.599976 
153.399994 729.200012 13.399994 -6.799988 
255.800003 38.000000 15.800003 -25.000000 
255.800003 114.800003 17.800003 -19.199997 
255.800003 191.600006 20.800003 -15.399994 
255.800003 268.399994 21.800003 -13.600006 
255.800003 345.200012 23.800003 -11.799988 
255.800003 422.000000 23.800003 -12.000000 
255.800003 498.799988 23.800003 -12.200012 
255.800003 575.599976 23.800003 -12.400024 
255.800003 652.400024 21.800003 -11.599976 
255.800003 729.200012 19.800003 -9.799988 
358.200012 38.000000 21.200012 -22.000000 
358.200012 114.800003 21.200012 -15.199997 
358.200012 191.600006 24.200012 -12.399994 
358.200012 268.399994 24.200012 -10.600006 
358.200012 345.200012 25.200012 -10.799988 
358.200012 422.000000 26.200012 -11.000000 
358.200012 498.799988 25.200012 -12.200012 
358.200012 575.599976 25.200012 -12.400024 
358.200012 652.400024 24.200012 -14.599976 
358.200012 729.200012 23.200012 -11.799988 
460.600006 38.000000 24.600006 -19.000000 
460.600006 114.800003 25.600006 -14.199997 
460.600006 191.600006 25.600006 -11.399994 
460.600006 268.399994 24.600006 -9.600006 
460.600006 345.200012 24.600006 -9.799988 
460.600006 422.000000 25.600006 -10.000000 
460.600006 498.799988 24.600006 -12.200012 
460.600006 575.599976 25.600006 -13.400024 
460.600006 652.400024 24.600006 -14.599976 
460.600006 729.200012 23.600006 -13.799988 
563.000000 38.000000 27.000000 -19.000000 
563.000000 114.800003 26.000000 -14.199997 
563.000000 191.600006 24.000000 -11.399994 
563.000000 268.399994 24.000000 -9.600006 
563.000000 345.200012 24.000000 -8.799988 
563.000000 422.000000 23.000000 -10.000000 
563.000000 498.799988 24.000000 -12.200012 
563.000000 575.599976 23.000000 -13.400024 
563.000000 652.400024 24.000000 -14.599976 
563.000000 729.200012 24.000000 -12.799988 
665.400024 38.000000 29.400024 -19.000000 
665.400024 114.800003 28.400024 -15.199997 
665.400024 191.600006 25.400024 -11.399994 
665.400024 268.399994 24.400024 -9.600006 
665.400024 345.200012 24.400024 -9.799988 
665.400024 422.000000 23.400024 -11.000000 
665.400024 498.799988 23.400024 -11.200012 
665.400024 575.599976 23.400024 -12.400024 
665.400024 652.400024 23.400024 -13.599976 
665.400024 729.200012 24.400024 -12.799988 
767.799988 38.000000 33.799988 -22.000000 
767.799988 114.800003 30.799988 -16.199997 
767.799988 191.600006 28.799988 -12.399994 
767.799988 268.399994 26.799988 -11.600006 
767.799988 345.200012 24.799988 -10.799988 
767.799988 422.000000 23.799988 -10.000000 
767.799988 498.799988 23.799988 -11.200012 
767.799988 575.599976 23.799988 -12.400024 
767.799988 652.400024 24.799988 -11.599976 
767.799988 729.200012 26.799988 -10.799988 
870.200012 38.000000 40.200012 -27.000000 
870.200012 114.800003 37.200012 -20.199997 
870.200012 191.600006 34.200012 -15.399994 
870.200012 268.399994 30.200012 -12.600006 
870.200012 345.200012 29.200012 -11.799988 
870.200012 422.000000 28.200012 -11.000000 
870.200012 498.799988 27.200012 -11.200012 
870.200012 575.599976 28.200012 -10.400024 
870.200012 652.400024 30.200012 -10.599976 
870.200012 729.200012 31.200012 -6.799988 
972.599976 38.000000 50.599976 -32.000000 
972.599976 114.800003 46.599976 -24.199997 
972.599976 191.600006 42.599976 -19.399994 
972.599976 268.399994 38.599976 -15.600006 
972.599976 345.200012 37.599976 -12.799988 
972.599976 422.000000 35.599976 -12.000000 
972.599976 498.799988 36.599976 -10.200012 
972.599976 575.599976 36.599976 -9.400024 
972.599976 652.400024 37.599976 -7.599976 
972.599976 729.200012 40.599976 -3.799988
